id,class
15302,7
15303,6
15304,5
15305,7
15306,4
15309,6
15311,6
15313,7
15314,7
15315,7
15318,7
15320,7
15321,7
15323,6
15324,3
15326,5
15327,6
15329,6
15330,6
15332,6
15334,6
15336,7
15337,6
15339,7
15341,6
15342,6
15343,3
15344,6
15345,6
15347,6
15348,6
15350,7
15352,6
15355,6
15357,3
15358,6
15359,7
15361,7
15362,7
15366,5
15367,1
15370,6
15371,6
15372,7
15375,6
15376,7
15379,6
15381,6
15383,7
15387,1
15393,6
15394,6
15395,7
15397,7
15398,7
15401,6
15405,6
15407,6
15408,1
15409,6
15410,7
15415,7
15416,5
15418,7
15420,6
15423,7
15424,7
15428,7
15429,6
15431,6
15434,6
15437,3
15438,6
15439,6
15441,6
15445,7
15447,6
15448,7
15451,6
15452,6
15453,6
15455,7
15456,7
15457,7
15458,7
15460,6
15461,6
15462,7
15464,7
15466,5
15467,6
15468,7
15469,6
15472,6
15475,6
15477,6
15478,7
15479,6
15481,6
15482,6
15485,6
15489,7
15490,7
15498,6
15499,3
15500,6
15502,7
15504,6
15506,4
15507,7
15508,7
15510,6
15512,6
15513,6
15515,6
15518,6
15519,6
15521,6
15524,7
15525,6
15530,7
15532,3
15533,6
15534,7
15535,7
15536,6
15537,7
15539,4
15542,6
15543,7
15550,2
15551,7
15552,7
15558,6
15559,6
15560,7
15561,6
15562,7
15563,6
15564,6
15566,6
15568,6
15570,4
15571,7
15575,7
15576,7
15577,5
15580,6
15586,6
15587,6
15591,7
15593,7
15595,6
15598,6
15600,6
15601,3
15602,5
15603,6
15604,6
15605,6
15607,4
15612,7
15617,6
15619,6
15620,6
15622,7
15626,3
15627,7
15628,7
15629,7
15630,6
15631,6
15632,6
15633,7
15634,7
15637,3
15640,5
15642,6
15644,7
15646,6
15647,7
15648,7
15649,7
15652,6
15654,6
15655,7
15656,7
15658,6
15659,7
15663,3
15666,7
15668,7
15670,1
15671,6
15673,6
15675,5
15680,6
15682,6
15684,7
15685,7
15687,7
15689,7
15690,3
15691,7
15692,7
15694,6
15700,7
15701,6
15702,7
15703,6
15705,3
15706,6
15707,5
15708,6
15709,6
15710,6
15711,5
15712,6
15715,6
15717,6
15719,6
15723,7
15727,6
15728,7
15729,6
15731,6
15732,6
15736,6
15738,6
15739,7
15741,6
15742,7
15743,6
15745,6
15746,6
15748,7
15749,7
15753,6
15754,6
15756,5
15757,6
15758,6
15759,6
15760,7
15762,5
15764,6
15765,6
15766,6
15769,3
15770,6
15772,6
15775,6
15777,7
15778,6
15779,7
15780,6
15783,7
15785,6
15786,6
15787,6
15789,7
15790,7
15793,6
15794,5
15796,7
15799,7
15800,1
15801,1
15803,6
15807,6
15811,6
15812,7
15813,7
15814,6
15815,2
15817,6
15819,6
15820,6
15821,6
15823,7
15824,6
15825,7
15826,7
15831,7
15832,6
15834,7
15836,7
15840,6
15845,7
15846,7
15847,6
15849,6
15850,7
15851,6
15853,7
15855,7
15860,7
15861,6
15862,6
15863,7
15867,6
15869,6
15870,6
15874,6
15875,7
15877,7
15878,6
15881,6
15882,6
15884,7
15886,7
15887,6
15890,7
15891,3
15893,3
15899,6
15900,6
15901,6
15902,3
15905,3
15907,7
15914,6
15915,7
15916,7
15917,7
15919,7
15922,4
15923,6
15925,3
15928,6
15929,6
15932,7
15934,6
15937,6
15939,7
15943,7
15946,4
15947,7
15948,7
15949,6
15951,7
15952,6
15953,6
15955,5
15956,6
15957,7
15960,7
15961,6
15963,5
15965,6
15966,6
15967,6
15970,6
15971,7
15972,7
15974,6
15978,3
15979,4
15980,7
15982,7
15983,7
15986,7
15989,6
15991,6
15993,6
15995,7
15997,7
15998,6
16000,7
16002,6
16005,6
16006,7
16009,7
16011,6
16012,6
16015,7
16016,6
16017,4
16018,6
16024,7
16025,7
16028,3
16034,6
16036,6
16037,6
16040,6
16041,6
16045,1
16050,6
16056,6
16057,7
16065,1
16067,7
16068,7
16069,5
16075,6
16076,7
16077,6
16078,7
16081,7
16084,7
16087,6
16089,7
16091,7
16094,6
16095,6
16096,7
16099,3
16100,6
16102,6
16105,6
16106,7
16110,7
16111,1
16114,3
16115,7
16117,7
16119,6
16121,7
16123,7
16124,7
16126,7
16127,6
16131,6
16132,6
16134,7
16135,7
16136,6
16137,5
16138,3
16139,4
16141,7
16142,5
16143,6
16144,6
16146,7
16147,6
16148,6
16149,7
16155,6
16156,6
16157,4
16159,6
16160,6
16162,7
16165,7
16167,7
16171,6
16174,6
16177,6
16179,6
16180,7
16181,6
16182,4
16183,7
16185,6
16187,6
16191,6
16193,6
16194,7
16195,6
16198,7
16199,6
16200,6
16201,7
16202,6
16204,7
16205,7
16208,6
16209,6
16212,3
16213,7
16215,7
16216,7
16219,6
16220,7
16222,7
16223,7
16224,6
16226,6
16228,7
16229,7
16233,6
16235,7
16238,6
16239,7
16241,6
16243,6
16248,7
16250,6
16251,6
16253,6
16254,7
16255,6
16256,7
16257,6
16258,6
16259,6
16260,7
16261,7
16263,6
16267,6
16268,5
16270,7
16271,3
16272,6
16274,7
16276,6
16278,7
16282,6
16284,7
16286,6
16288,6
16290,1
16291,6
16294,6
16295,6
16297,7
16298,3
16300,7
16303,3
16304,6
16306,7
16308,7
16309,5
16310,1
16312,7
16315,6
16316,3
16317,6
16322,6
16323,6
16325,6
16326,6
16327,6
16328,7
16332,5
16333,6
16334,7
16336,5
16337,3
16340,6
16344,6
16345,6
16347,6
16348,6
16351,6
16352,7
16355,7
16360,5
16364,6
16365,6
16367,4
16368,7
16369,4
16370,6
16372,7
16378,6
16380,6
16383,7
16386,7
16387,7
16390,7
16391,6
16392,6
16393,6
16394,6
16397,7
16400,5
16402,7
16403,7
16409,6
16410,3
16412,7
16413,7
16416,7
16418,3
16419,7
16421,6
16423,7
16424,6
16425,6
16426,7
16427,6
16428,5
16429,6
16431,4
16432,6
16433,6
16435,3
16436,7
16437,7
16442,6
16453,6
16454,7
16455,6
16461,7
16464,3
16465,7
16466,6
16467,3
16469,6
16470,6
16472,7
16473,2
16476,6
16479,7
16480,5
16482,7
16484,7
16488,6
16491,6
16492,6
16493,6
16494,6
16495,7
16498,6
16500,6
16501,7
16505,3
16508,7
16511,6
16512,6
16513,7
16515,6
16517,7
16518,5
16519,7
16521,6
16522,7
16524,6
16526,7
16527,3
16528,7
16533,6
16534,7
16535,6
16536,6
16538,7
16542,6
16543,6
16544,7
16545,6
16547,7
16548,6
16549,7
16550,6
16553,7
16555,7
16556,6
16557,7
16558,7
16559,7
16563,6
16564,4
16565,7
16566,7
16568,6
16569,7
16571,6
16573,7
16575,6
16576,5
16578,6
16581,2
16584,6
16586,6
16587,6
16590,6
16591,6
16592,5
16593,6
16594,7
16595,7
16598,3
16599,7
16601,6
16603,7
16604,7
16607,7
16608,5
16609,6
16610,7
16612,7
16615,1
16617,7
16618,6
16619,7
16620,7
16621,5
16630,6
16631,6
16632,3
16633,6
16634,4
16635,7
16636,7
16645,7
16646,7
16647,7
16649,7
16650,7
16652,3
16653,6
16655,7
16658,7
16659,7
16660,6
16666,7
16670,6
16672,6
16674,6
16676,6
16678,6
16682,6
16687,6
16691,7
16694,6
16695,6
16696,3
16700,3
16701,7
16703,7
16705,6
16706,7
16707,7
16708,6
16710,7
16711,6
16712,7
16713,7
16714,7
16716,7
16717,6
16718,7
16719,6
16724,7
16726,7
16727,7
16729,7
16731,6
16732,6
16733,6
16734,6
16737,6
16738,6
16740,3
16743,6
16746,3
16747,6
16750,6
16751,6
16752,7
16754,6
16757,6
16758,6
16759,6
16760,6
16762,7
16763,7
16765,6
16767,5
16769,6
16771,7
16772,7
16773,6
16775,6
16776,6
16777,6
16778,7
16779,7
16783,3
16784,7
16787,7
16789,6
16790,4
16796,6
16799,7
16800,7
16801,7
16802,6
16803,7
16804,6
16806,5
16807,5
16810,6
16811,6
16812,6
16815,4
16817,3
16818,7
16822,6
16823,6
16824,7
16825,6
16827,7
16829,6
16830,2
16831,6
16832,6
16837,3
16841,7
16842,6
16843,7
16846,7
16848,6
16849,7
16850,7
16851,5
16852,7
16854,7
16856,7
16858,6
16860,7
16862,6
16863,7
16865,7
16866,6
16868,6
16871,6
16872,6
16873,7
16875,4
16879,6
16881,7
16883,7
16885,6
16888,6
16889,7
16894,6
16896,6
16897,6
16900,7
16902,6
16904,7
16907,6
16908,3
16910,7
16911,6
16913,6
16916,7
16918,7
16920,6
16921,6
16923,6
16927,7
16928,7
16929,7
16930,6
16931,7
16933,6
16935,5
16936,5
16937,4
16938,6
16939,3
16946,6
16947,5
16952,7
16953,5
16957,4
16960,6
16963,7
16964,6
16965,6
16967,5
16968,7
16970,6
16971,6
16975,3
16976,7
16977,3
16979,5
16983,6
16984,7
16985,6
16986,6
16987,6
16992,7
16996,6
17000,5
17002,6
17003,3
17005,6
17006,6
17007,6
17009,6
17010,7
17011,6
17012,7
17013,5
17014,7
17019,7
17023,6
17024,3
17025,4
17029,7
17030,6
17032,7
17033,7
17035,7
17037,6
17040,7
17041,7
17042,7
17044,5
17045,6
17046,7
17048,7
17049,6
17050,7
17051,7
17052,6
17053,3
17054,1
17055,6
17057,6
17059,6
17060,7
17061,7
17063,6
17065,7
17066,6
17067,7
17069,3
17072,2
17073,7
17074,7
17076,6
17077,6
17078,7
17079,7
17081,6
17083,6
17086,7
17087,3
17088,5
17089,6
17090,7
17092,6
17093,7
17095,7
17096,4
17099,7
17100,6
17101,7
17105,6
17106,6
17108,7
17109,6
17110,6
17112,6
17113,7
17116,6
17117,7
17119,6
17121,6
17122,7
17124,7
17125,7
17126,7
17127,7
17132,6
17133,7
17134,7
17136,7
17137,6
17139,7
17142,7
17143,7
17145,5
17146,7
17149,6
17151,6
17152,6
17154,6
17156,6
17158,7
17159,6
17163,6
17164,6
17169,6
17171,6
17173,6
17175,7
17179,6
17181,7
17182,7
17183,6
17187,6
17189,4
17191,6
17193,7
17195,6
17196,6
17200,7
17201,5
17204,5
17205,7
17206,7
17208,6
17209,6
17212,3
17214,4
17216,7
17217,7
17218,7
17219,7
17222,6
17223,7
17227,6
17228,6
17231,6
17233,4
17234,7
17235,6
17236,6
17238,6
17239,6
17242,6
17245,7
17247,7
17249,6
17251,4
17254,7
17257,6
17259,6
17261,6
17262,7
17265,7
17266,7
17269,7
17271,7
17273,4
17281,6
17282,7
17284,6
17286,4
17290,5
17291,6
17292,6
17294,6
17295,6
17297,4
17299,7
17300,7
17304,6
17305,7
17306,3
17309,7
17314,6
17315,5
17316,7
17318,6
17319,6
17320,5
17321,6
17324,6
17325,6
17327,6
17328,6
17333,5
17334,7
17336,6
17338,7
17339,6
17341,7
17344,6
17346,5
17347,6
17349,7
17350,7
17352,6
17353,6
17355,6
17356,7
17358,5
17361,6
17363,7
17365,7
17368,6
17370,7
17371,6
17372,2
17375,6
17376,7
17378,3
17380,4
17381,7
17382,6
17385,6
17386,7
17387,7
17391,3
17393,3
17394,7
17396,6
17398,6
17400,7
17401,3
17406,7
17407,6
17414,7
17415,6
17416,7
17418,7
17419,6
17421,6
17426,7
17428,3
17430,7
17432,6
17434,7
17435,6
17438,7
17439,6
17440,6
17443,6
17444,7
17445,6
17446,7
17448,6
17450,7
17451,6
17452,7
17454,3
17455,7
17456,7
17458,4
17459,7
17460,3
17461,6
17463,3
17467,6
17468,7
17472,7
17481,7
17483,6
17485,6
17486,7
17487,6
17488,7
17491,7
17492,7
17494,3
17495,6
17496,7
17497,6
17499,7
17500,7
17501,5
17503,6
17504,7
17505,6
17508,7
17509,7
17512,2
17513,7
17514,4
17516,1
17519,6
17520,7
17522,7
17524,7
17527,5
17528,7
17531,7
17533,6
17534,6
17535,6
17536,6
17538,6
17540,6
17541,5
17545,7
17548,6
17549,7
17550,7
17551,6
17553,7
17556,6
17557,6
17559,6
17561,6
17565,6
17567,6
17570,7
17571,6
17573,6
17575,7
17576,1
17578,7
17579,6
17581,7
17582,7
17584,6
17585,7
17588,7
17589,7
17590,7
17591,6
17595,6
17598,4
17600,7
17602,7
17603,6
17604,6
17605,7
17607,7
17614,7
17615,7
17616,6
17618,6
17623,6
17625,6
17627,7
17628,6
17631,7
17632,7
17633,6
17635,6
17636,6
17637,6
17639,5
17640,6
17641,6
17642,7
17644,7
17647,7
17651,7
17652,6
17654,7
17661,7
17662,3
17665,7
17666,6
17668,6
17669,6
17674,7
17679,7
17680,6
17683,2
17685,7
17692,6
17694,6
17696,7
17697,5
17698,6
17700,7
17703,6
17704,1
17708,7
17711,6
17714,6
17715,7
17716,6
17717,7
17718,6
17724,4
17725,6
17726,7
17731,7
17733,6
17734,7
17735,6
17737,2
17740,6
17741,7
17744,6
17748,7
17749,6
17750,6
17752,7
17756,6
17759,6
17761,6
17762,7
17763,6
17765,6
17768,6
17770,6
17771,6
17773,1
17776,7
17778,6
17779,7
17782,7
17785,7
17786,7
17787,3
17789,7
17790,7
17791,6
17792,6
17793,7
17795,6
17796,6
17798,6
17799,6
17800,3
17801,7
17802,7
17805,7
17809,7
17811,3
17812,6
17813,7
17814,6
17815,5
17816,6
17818,6
17820,4
17821,7
17822,3
17823,7
17824,7
17825,7
17826,6
17827,7
17829,6
17830,7
17831,6
17835,7
17839,7
17843,7
17845,7
17847,7
17848,7
17850,6
17852,6
17854,7
17858,6
17860,6
17861,7
17863,4
17864,7
17865,6
17866,6
17868,3
17870,6
17871,6
17873,6
17874,4
17875,6
17877,7
17880,6
17884,7
17885,7
17886,6
17889,7
17890,6
17891,7
17892,7
17893,6
17894,7
17898,7
17900,6
17901,6
17902,5
17903,7
17905,6
17908,6
17913,6
17914,6
17915,7
17916,4
17917,7
17921,6
17923,6
17925,6
17926,6
17927,7
17930,6
17931,6
17932,7
17935,7
17937,7
17938,6
17942,6
17943,6
17946,7
17947,6
17949,6
17951,3
17952,6
17953,4
17959,7
17960,6
17961,6
17963,7
17964,6
17965,6
17967,6
17968,7
17973,3
17975,3
17980,5
17981,7
17985,6
17987,7
17989,6
17993,6
17994,6
17996,6
17997,4
17998,6
17999,7
18000,3
18004,6
18005,7
18006,2
18007,6
18008,6
18009,7
18010,7
18011,7
18012,7
18014,7
18015,7
18017,7
18018,7
18020,7
18022,7
18023,7
18024,6
18025,5
18026,5
18032,7
18033,6
18035,7
18037,6
18038,6
18039,7
18040,7
18044,7
18045,7
18046,7
18047,6
18048,6
18050,6
18051,7
18054,7
18056,7
18057,6
18058,6
18059,1
18060,7
18061,6
18062,3
18063,6
18065,7
18070,7
18071,7
18072,6
18076,7
18077,7
18078,7
18079,6
18080,7
18083,7
18086,7
18087,6
18096,4
18098,7
18099,7
18100,6
18101,6
18104,3
18105,6
18112,7
18114,7
18116,5
18118,7
18119,3
18123,1
18127,6
18128,6
18130,6
18132,6
18135,6
18137,5
18138,6
18140,6
18142,7
18143,7
18144,7
18145,6
18147,3
18148,7
18150,7
18151,4
18152,4
18154,6
18158,6
18161,6
18162,6
18164,7
18165,6
18166,7
18169,6
18170,6
18171,6
18172,7
18173,7
18174,7
18175,7
18176,6
18177,6
18181,4
18182,7
18183,7
18185,1
18186,6
18187,6
18189,6
18190,7
18191,7
18192,7
18193,6
18194,7
18200,7
18203,6
18204,6
18206,7
18208,6
18214,6
18216,7
18217,7
18220,4
18221,7
18222,7
18223,3
18225,6
18226,6
18230,7
18232,6
18233,6
18234,7
18236,6
18237,7
18238,7
18239,7
18240,5
18241,6
18242,3
18243,6
18244,4
18246,6
18247,7
18248,6
18250,3
18253,7
18255,6
18256,6
18257,7
18258,6
18259,6
18260,7
18261,7
18262,6
18263,6
18264,4
18265,6
18268,6
18269,7
18271,6
18272,7
18273,6
18274,6
18275,6
18276,7
18280,6
18281,6
18286,5
18287,6
18289,6
18290,7
18291,7
18292,6
18293,7
18294,3
18297,4
18298,7
18299,6
18300,4
18301,7
18305,7
18306,7
18309,7
18310,6
18311,6
18315,6
18316,6
18318,7
18319,7
18320,6
18324,7
18325,6
18326,6
18328,6
18330,4
18331,7
18333,7
18334,7
18335,6
18337,7
18340,7
18341,7
18342,3
18343,6
18344,7
18347,1
18348,6
18350,6
18352,6
18354,6
18355,6
18356,6
18357,6
18358,7
18359,6
18361,7
18364,3
18365,5
18366,7
18367,1
18368,7
18369,5
18372,3
18373,7
18374,6
18375,6
18377,6
18379,6
18380,7
18381,7
18383,6
18385,7
18387,6
18388,6
18389,7
18390,6
18392,6
18395,6
18398,7
18400,7
18401,6
18406,6
18407,7
18411,3
18413,6
18422,6
18426,7
18427,6
18428,6
18429,7
18430,6
18431,7
18432,6
18433,6
18437,7
18438,6
18441,7
18442,6
18443,3
18445,6
18447,6
18450,4
18451,7
18454,7
18457,6
18465,6
18466,7
18467,6
18468,6
18472,7
18473,3
18476,6
18477,3
18478,7
18479,7
18482,4
18483,6
18486,6
18489,6
18491,6
18499,6
18506,5
18508,3
18512,6
18514,7
18516,7
18517,7
18518,7
18519,6
18521,7
18523,6
18524,6
18525,7
18527,7
18532,7
18534,7
18536,6
18538,6
18540,7
18546,6
18548,5
18549,6
18553,6
18554,6
18555,7
18556,6
18557,4
18558,7
18562,7
18564,6
18567,7
18571,7
18572,7
18574,1
18575,6
18576,7
18578,6
18579,7
18580,3
18581,6
18583,6
18584,6
18585,6
18586,7
18588,6
18589,7
18590,7
18592,6
18593,7
18594,7
18595,6
18596,6
18597,7
18600,7
18601,6
18603,6
18604,5
18605,7
18607,3
18608,3
18609,7
18611,7
18613,6
18615,6
18616,6
18618,7
18621,7
18624,7
18625,6
18626,6
18627,7
18629,7
18630,7
18632,7
18640,6
18641,7
18642,7
18645,3
18646,7
18648,7
18651,6
18652,7
18653,6
18656,6
18658,4
18663,7
18664,6
18667,6
18671,7
18672,6
18673,7
18674,6
18675,7
18676,7
18678,3
18679,6
18680,7
18684,6
18685,6
18686,3
18687,6
18689,1
18690,6
18692,6
18693,7
18695,6
18698,6
18700,7
18701,6
18702,7
18704,6
18705,6
18707,6
18708,6
18709,7
18714,6
18715,6
18718,4
18722,6
18723,7
18727,6
18729,7
18730,6
18731,7
18733,4
18734,3
18738,6
18740,7
18741,6
18742,6
18744,6
18745,6
18747,6
18748,7
18751,6
18752,7
18753,6
18756,6
18757,7
18761,6
18762,6
18763,7
18765,7
18766,6
18770,6
18772,7
18774,7
18776,7
18780,6
18786,6
18787,6
18788,7
18790,3
18792,3
18793,6
18795,7
18796,7
18797,7
18798,7
18800,6
18801,6
18802,5
18803,6
18804,7
18807,3
18809,7
18811,3
18812,6
18815,7
18817,7
18818,7
18819,7
18822,6
18823,6
18825,7
18826,7
18827,7
18828,7
18830,7
18831,7
18836,3
18837,6
18838,6
18839,6
18842,7
18843,6
18844,3
18846,7
18848,6
18849,7
18850,4
18851,4
18852,7
18853,6
18855,7
18857,7
18858,7
18859,7
18863,7
18864,7
18865,6
18866,6
18868,6
18869,3
18870,7
18871,7
18873,7
18877,4
18878,7
18881,7
18882,6
18887,7
18890,7
18892,7
18894,6
18895,6
18898,7
18899,4
18902,6
18903,6
18904,7
18906,6
18907,4
18909,7
18910,7
18912,6
18914,3
18916,5
18919,7
18921,6
18922,6
18923,7
18924,7
18926,6
18927,7
18928,7
18930,6
18933,6
18939,7
18941,7
18944,7
18946,7
18947,7
18948,6
18950,3
18952,7
18953,4
18954,6
18956,6
18958,7
18963,7
18964,6
18968,6
18972,7
18973,7
18974,6
18975,7
18976,7
18977,6
18978,7
18979,7
18980,7
18982,7
18986,7
18987,7
18989,7
18990,7
18992,7
18993,7
18995,7
18996,6
18997,7
18999,7
19004,7
19005,7
19006,7
19007,6
19008,7
19009,6
19010,5
19011,6
19012,6
19013,7
19014,7
19015,7
19018,7
19019,6
19022,6
19023,7
19024,6
19026,4
19027,1
19031,5
19033,6
19034,4
19036,6
19037,6
19042,7
19043,6
19045,6
19047,7
19048,3
19049,7
19051,6
19052,7
19053,7
19054,4
19056,7
19057,7
19058,7
19059,5
19060,7
19063,5
19068,7
19072,6
19075,7
19076,6
19078,6
19079,6
19082,6
19083,6
19084,7
19085,6
19087,7
19089,6
19090,6
19091,7
19092,3
19093,5
19095,6
19097,6
19098,7
19099,7
19100,7
19104,6
19106,6
19107,6
19108,7
19110,3
19112,4
19114,7
19115,4
19120,6
19123,7
19125,7
19126,7
19129,7
19131,6
19137,3
19138,7
19141,6
19143,6
19145,3
19149,4
19151,7
19154,7
19155,6
19156,7
19157,6
19161,6
19165,6
19170,7
19171,6
19172,4
19173,6
19177,7
19178,7
19180,7
19181,7
19182,6
19183,7
19184,7
19187,7
19189,3
19190,5
19192,6
19193,7
19195,7
19196,6
19197,7
19198,7
19201,6
19202,3
19203,6
19204,6
19205,3
19206,7
19209,6
19214,7
19215,3
19216,7
19218,6
19219,7
19220,4
19221,2
19222,6
19223,6
19224,6
19226,7
19228,3
19229,7
19230,6
19231,6
19232,6
19236,6
19237,6
19238,6
19240,3
19243,7
19244,7
19245,7
19247,2
19250,6
19252,7
19254,6
19255,6
19257,7
19259,4
19261,6
19262,7
19264,7
19265,5
19266,4
19267,7
19269,6
19271,7
19275,6
19276,7
19278,4
19279,7
19282,7
19284,6
19288,5
19289,7
19290,6
19291,7
19293,7
19295,4
19299,3
19300,7
19302,7
19305,7
19306,3
19310,6
19312,7
19313,7
19315,6
19321,3
19322,6
19326,6
19330,7
19331,6
19334,3
19335,7
19338,6
19339,6
19341,7
19343,6
19344,7
19345,6
19347,6
19350,7
19351,7
19353,7
19354,7
19356,4
19357,6
19360,7
19362,6
19363,6
19364,6
19365,6
19366,6
19367,7
19370,7
19371,6
19372,6
19374,7
19380,7
19381,5
19382,7
19383,3
19387,6
19389,7
19390,7
19394,6
19395,7
19396,6
19399,6
19400,6
19401,6
19402,6
19403,6
19405,7
19406,7
19407,6
19409,6
19412,5
19414,7
19415,6
19416,6
19420,6
19422,6
19423,6
19425,6
19426,7
19427,6
19431,6
19437,5
19438,7
19441,7
19442,6
19443,6
19444,6
19445,6
19448,7
19455,7
19460,7
19461,7
19462,7
19469,6
19472,6
19473,7
19475,6
19478,6
19479,1
19482,6
19485,6
19487,4
19488,6
19490,6
19491,3
19492,6
19493,7
19494,7
19507,6
19511,7
19512,6
19513,3
19514,2
19516,7
19519,6
19525,6
19527,6
19528,6
19529,7
19535,7
19536,5
19538,6
19539,6
19540,4
19541,4
19545,7
19547,6
19548,6
19549,7
19551,7
19553,6
19554,6
19556,6
19557,6
19559,6
19560,7
19563,7
19564,7
19566,7
19569,7
19570,3
19571,7
19572,7
19573,7
19574,6
19576,5
19579,6
19580,7
19585,7
19588,4
19591,7
19592,7
19593,7
19594,6
19597,6
19599,7
19601,6
19604,6
19607,7
19608,6
19611,7
19612,6
19613,7
19615,5
19617,1
19620,7
19622,3
19623,6
19625,6
19627,1
19629,7
19632,6
19635,6
19637,2
19640,6
19641,7
19642,7
19644,3
19645,6
19649,7
19652,6
19653,6
19655,6
19658,7
19659,6
19663,5
19669,6
19670,6
19675,6
19676,7
19678,4
19679,7
19682,1
19683,7
19684,6
19688,6
19689,4
19690,3
19691,6
19694,6
19698,7
19699,7
19700,3
19705,7
19709,6
19714,6
19716,6
19718,6
19720,7
19722,6
19723,7
19726,6
19727,6
19730,6
19731,6
19733,7
19734,7
19736,7
19737,6
19739,7
19741,7
19742,7
19743,7
19746,6
19750,7
19754,5
19756,5
19757,7
19758,7
19761,6
19765,7
19769,6
19776,6
19777,4
19778,7
19779,6
19781,7
19784,6
19787,7
19788,3
19789,6
19793,7
19799,6
19801,7
19802,6
19804,7
19807,6
19809,7
19810,6
19812,7
19813,6
19814,7
19815,6
19817,7
19818,7
19819,6
19823,6
19824,7
19829,4
19831,6
19833,7
19835,5
19838,6
19839,6
19842,6
19845,7
19848,6
19850,2
19852,7
19855,7
19857,6
19858,6
19859,7
19860,6
19864,7
19870,7
19874,6
19876,6
19878,6
19879,7
19882,6
19885,7
19886,3
19887,7
19888,6
19892,6
19895,7
19896,7
19897,6
19899,7
19903,6
19904,7
19906,7
19907,6
19908,6
19910,7
19911,6
19912,6
19914,6
19916,6
19917,7
19921,7
19923,7
19924,7
19925,6
19926,7
19929,7
19930,7
19931,7
19933,6
19936,7
19938,6
19940,7
19941,6
19942,4
19945,7
19946,7
19948,6
19952,7
19954,7
19955,6
19957,6
19958,3
19961,6
19962,6
19964,4
19965,5
19966,6
19967,7
19969,6
19972,7
19975,7
19976,7
19982,6
19986,4
19988,4
19989,7
19990,6
19991,6
19992,6
19993,6
19994,7
19995,7
19996,6
19999,7
